Last_First,First_Last,info,location,latitude,longitude
"PERKINS, ROBERT LEE",ROBERT LEE PERKINS," a Fulbright Travel Grant and studied at the University of Copenhagen, 1959-1960. Taught at Murray State College, 1960-1965 Southe",,,
"SMITH, HATTIE LITTLE",HATTIE LITTLE SMITH," May 7, 1970. Children:Three. Education:attended Belhaven College (Miss.). Legal secretary at Chason Office, Foley, Ala. secretary",,,
"WALL, WILLIAM CARTER, JR.","WILLIAM CARTER WALL, JR."," June 18, 1955. Children:Six. Education:Lafayette College, B.S., 1953 University of OKhoma, M.A., 1971, M.B.A., 1975, Ph.D., 1978.",,,
"WATSON, ELBERT L.",ELBERT L. WATSON,"ona Jo Bennett. Children:Two. Education:Bethany Nazarene College, A.B., 1952 University of OKhoma, M.A., 1954 George Peabody Colle",,,
"ANDELSON, ROBERT VERNON",ROBERT VERNON ANDELSON,"Orange Johnson, June 7, 1964. Education:attended Los Angeles City College University of Chicago, A.B., 1952 University of Southern",,,
"BRUNSON, MARION BAILEY",MARION BAILEY BRUNSON,", June 4, 1960. Children:Two. Education:Troy State University, B.S. Florida State University, master's degree qualified for the AA",,,
"BUCK, JANIE BROWN",JANIE BROWN BUCK,"March 20, 1954. Children:Two. Education:Florida State University, degree in music education, 1953. Established Buck Publishing Com",,,
"CHITWOOD, BILLY JAMES",BILLY JAMES CHITWOOD," April 3, 1954. Children:Two. Education:Belmont College, B.A., 1957 Middle Tennessee State University, M.A., 1961 Luther Rice Semi",,,
"LEWIS, WALTER DAVID",WALTER DAVID LEWIS,"une 12, 1954. Children:Three. Education:Pennsylvania State University, B.A., 1952, M.A., 1954 Cornell University, Ph.D., 1961. Tau",,,
"LOWI, THEODORE JAY",THEODORE JAY LOWI,", May 11, 1963. Children:Two. Education:B.A., Michigan State University, 1954 M.A., Yale University, 1955 Ph.D., Yale, 1961. Taugh",,,
"LUCAS, SILAS EMMETT",SILAS EMMETT LUCAS,"ugust 1, 1958. Children:Four. Education:B.A., University of the South, 1956 B.D., 1962. Ordained priest, Episcopal Church, 1964, s",,,
"MAYS, WILLIE HOWARD",WILLIE HOWARD MAYS,"ise Allen, November 27, 1971. Education:Fairfield High School, graduated 1950. Served in US Army, 1952-54. Employed by Birmingham ",,,
"TREST, WARREN",WARREN TREST,"n A. and Lillian Ersell TreSt Education:East Central Mississippi Junior College Southern Mississippi University. Married.Reporter,",,,
"TUBBS, BILLY G.",BILLY G. TUBBS,NOT FOUND,,,
"WATSON, CHARLES SULLIVAN",CHARLES SULLIVAN WATSON,"Goodman, 1957. Children: two. Education:Duke University, A.B., 1953 Columbia University, M.A., 1958 Vanderbilt University, Ph.D., ",,,
"WHITE, HENRY EUGENE, JR.","HENRY EUGENE WHITE, JR.","gust 23, 1953. Children:Four. Education:Mississippi College, B.A., 1952 Southern Baptist Theological Seminary, D.B., 1956, Th.M., ",,,
"CAMPBELL, LESLIE CAINE",LESLIE CAINE CAMPBELL," June 10, 1961. Children:two. Education:Mississippi State University, B.S., 1954 University of Mississippi, M.A., 1964, Ph.D., 196",,,
"CARMICHAEL, DANIEL ERSKINE",DANIEL ERSKINE CARMICHAEL,"d:Andrea, 1964. Children:Two. Education:Vanderbilt University, A.B., 1952 Duke University, M.D., 1956. Physician in Birmingham. Ma",,,
"COPELAND, CHARLES WESLEY, JR.","CHARLES WESLEY COPELAND, JR.","ed:Doris, 1957. Children:Two. Education:Birmingham Southern College, B.S., 1954 University of North Carolina, M.S. Served in the U",,,
"COWLES, MILLY",MILLY COWLES,"cher, university professor of education educational consultant. Born:May 29, 1932, Ramer. Parents:Russell Fail and Sara (Mills) Co",,,
"EAVES, RICHARD GLEN",RICHARD GLEN EAVES,", June 19, 1959. Childrenone. Education Mississippi State University, B.S., 1953 M.A. Peabody College, M.A., 1957 University of Al",,,
"FULTS, JOHN LEE",JOHN LEE FULTS,"ugust 26, 1961. Children Two. Education  Middle Tennessee State College, B.S., 1958.  Employed as farmer, grocery clerk  high scho",,,
"GARBER, EUGENE KEENAN",EUGENE KEENAN GARBER,"a Morrow, 1954 children: two. Education:Tulane University, B.A., 1954 University of Iowa, M.A., 1959, Ph.D., 1962. Served in the U",,,
"JACKSON, JACQUELYNE MARY JOHNSON",JACQUELYNE MARY JOHNSON JACKSON,", May 15, 1962. Children: one.Education:University of Wisconsin, Madison, B.S., 1953, M.S., 1955 Ohio State University, Ph.D., 196",,,
"KEARLEY, FLOYD FURMAN",FLOYD FURMAN KEARLEY,NOT FOUND,,,
"MOSLEY, DONALD CRUMPTON",DONALD CRUMPTON MOSLEY," April 7, 1961. Children:One. Education:B.S., Mississippi State University, 1954 M.S., University of Tennessee, 1958 Ph.D., Univer",,,
"RUSSELL, RICHARD OLNEY, JR.","RICHARD OLNEY RUSSELL, JR.","June 15, 1963. Children:Four. Education:Vanderbilt University, A.B., M.D. Intern, Peter Bent Bingham Hospital, Boston US Army Medi",,,
"ZIOLKOWSKI, THEODORE",THEODORE ZIOLKOWSKI,"rch 26, 1951. Children:Three. Education:Duke University, A.B., 1951 A.M., 1952 University of Innsbruck, 1952-1953 Yale, Ph.D. 1957",,,
"HADDIN, THEODORE",THEODORE HADDIN," Jean Woodruff. Children:two. Education:University of Michigan, A.B., 1955 A.M., 1956 Ph.D., 1968. Taught at Jackson (Mich.) High ",,,
"JACKSON, CARLTON LUTHER",CARLTON LUTHER JACKSON,"cia Dow, 1954. Children:Four. Education:Birmingham Southern College, B.A., M.A., 1959 University of Georgia, Ph.D., 1963 graduate ",,,
"MACKIN, COOPER RICHERSON",COOPER RICHERSON MACKIN,"4, 1985. U. S. Army, 1953-55. Education: Troy State University, BA, 1956 Tulane, MA, 1958 Rice University, Ph. D., 1962. Taught En",,,
"MARTIN, CARTER WILLIAMS",CARTER WILLIAMS MARTIN,"Linda Burnett, March 7, 1987. Education:A.B., Presbyterian College, 1955 Vanderbilt University M.A., 1958 Ph.D., 1967. Employed as",,,
"MARTIN, HERBERT WOODWARD",HERBERT WOODWARD MARTIN,": Sue Aultman. Children: two. Education:B.A., University of Toledo, 1964 M.A., State University of New York, Buffalo, 1967 M. Litt",,,
"STRICKLAND, STEPHEN PARKS",STEPHEN PARKS STRICKLAND,"amara Gunsard, June 15, 1962. Education:Emory University, B.A. Johns Hopkins University, M.A., 1966 Ph.D., 1971. Teacher, Lycee de",,,
"THOMAS, JOAB LANGSTON",JOAB LANGSTON THOMAS,"Dec. 22, 1954. Children:Four. Education:Harvard University, A.B. (1955), A.M.(1957), Ph.D. (1959). Cytotaxonomist at Arnold Arbore",,,
"WEISHEIT, ELDON",ELDON WEISHEIT,"ust 15, 1954. Children:Three. Education:Concordia Theological Seminary, 1962. Pastor, McComb, Mich., 1962-1965 Montgomery, Ala., 1",,,
"AARON, HENRY",HENRY AARON,ts:Herbert and Estella Aaron. Education:Attended public schools. Married: (1) Barbara Lucas. Children:Five. Married: (2) Billye Wi,,,
HENRY AARON,HENRY AARON,ts:Herbert and Estella Aaron. Education:Attended public schools. Married: (1) Barbara Lucas. Children:Five. Married: (2) Billye Wi,,,
"FRANKLIN, HAROLD LEROY",HAROLD LEROY FRANKLIN,"August 24, 1996. Childrenone. Education Philadelphia College of Art graduated 1958.. Served in U.S. Army, 1958-1960. Art director ",,,
"GRIESSMAN, BENJAMIN EUGENE",BENJAMIN EUGENE GRIESSMAN,"l Griessman. Children: three. Education:Tennessee Temple College, B.P., 1956 Baylor University, M.A., 1958 New Orleans Baptist The",,,
"McCAIN, JAMES W.",JAMES W. McCAIN,NOT FOUND,,,
"SUMRALL, RAYMOND OLAND",RAYMOND OLAND SUMRALL,"Married: Malenna Ashenfelter. Education:Louisiana College, B.A. Southwestern Seminary, B.D. Ohio State University, M.S.W. Universi",,,
"WEATHERBY, HAROLD LEROW, JR.","HAROLD LEROW WEATHERBY, JR."," Lurline (Pierson) Weatherby. Education:Vanderbilt University, B.A., 1956 Yale University, M.A., 1957, Ph.D., 1962. Taught English",,,
"WILSON, MAMIE LOUIS THOMPSON",MAMIE LOUIS THOMPSON WILSON,". Married:1958. Children:Two. Education:Spelman College, A.B., 1951 Boston University, M.A., 1953 Indiana University, Ph.D., 1958 ",,,
"BAGGOTT, BETTY SUE DEMPSEY",BETTY SUE DEMPSEY BAGGOTT,"d Bessie Jane Taylor Dempsey. Education:University of Georgia, Mercer University, and Texas Christian University. Married:Rev. Dr.",,,
"BOYKIN, MILTON LEE",MILTON LEE BOYKIN,"ugust 23, 1967. Children:One. Education:Birmingham Southern College, A.B., 1958 American University in Washington, D.C., M.A., 196",,,
"EVERSOLE, FINLEY TRAWEEK",FINLEY TRAWEEK EVERSOLE," Mary Ann Knox, June 8, 1958. Education Birmingham Southern College, A.B., 1956 Vanderbilt University, B.D., 1958 Union Graduate S",,,
"MARKS, MARSHA KASS",MARSHA KASS MARKS,", June 8, 1965. Children:One. Education:B.A., Hunter College, 1956 M.A., Yale, 1957, postgraduate work, 1957-1959. Employed as tea",,,
"MATHEWS, FORREST DAVID",FORREST DAVID MATHEWS,"the 11th Secretary of Health, Education, and Welfare, 1975-80 CEO of the Kettering Foundation, 1981- . Board Member, Gerald Ford F",,,
"PENNY, ROBERT LYNN",ROBERT LYNN PENNY,"Born:June 29, 1935, Anniston. Education:Columbia University's School of Drama, 1956 Wofford College, B.A., 1957 University of Nort",,,
"STALLWORTH, ANNE NALL",ANNE NALL STALLWORTH," Sept. 3, 1955. Children:Two. Education:attended Birmingham Southern College. Worked in advertising department of Birmingham News ",,,
"WILLIAMS, DANIEL T.",DANIEL T. WILLIAMS,"mber 20, 1935, in Miami, Fla. Education:West Virginia State College, B. S., 1956 University of Illinois, M.S., 1957. Librarian, Tu",,,
"WILLIAMS, VERGIL LEWIS",VERGIL LEWIS WILLIAMS,"ember 23, 1974. Children:One. Education:West Texas State University, B.S., 1966 Southern Illinois University, 1966-1968 University",,,
"BOLTON, CLYDE",CLYDE BOLTON,"Jean Grifpin. Children:Three. Attended Jacksonville State. Worked as a reporter for papers in LaGrange, Georgia Gadsden, Anniston,",,,
"COLLINS, MARVA DELOISE NETTLES",MARVA DELOISE NETTLES COLLINS,":
Teacher educational innovator. Born:August 31, 1936, Monroeville. Parents:Alex L. and Bessis Maye (Knight) N",,,
"DELPAR, HELEN VICTORIA",HELEN VICTORIA DELPAR,"nd Delores (Ricaurte) Delpar. Education:Rutgers University, B.A., 1957 New York University, M.A., 1961 Columbia University, Ph.D.,",,,
"JENKINS, FERRELL",FERRELL JENKINS,"ember 16, 1954. Children:Two. Education:Florida College, A.A., 1957 Harding Graduate School of Religion, M.A., 1971. Church of Chr",,,
"JONES, MARGARET JEAN",MARGARET JEAN JONES,. and Alma Ruth (Ford) Jones. Education:Fairview High School correspondence courses in journalism. Stricken at age seven with myos,,,
"MASON, WILLIAM HICKMAN",WILLIAM HICKMAN MASON,"Cullom, 1955. Children:Three. Education:B.S., Arkansas Polytechnic College, 1958 M.Ed., University of Georgia, 1964 D.Ed., 1966. E",,,
"SIKORA, FRANK",FRANK SIKORA,NOT FOUND,,,
"WASSERSTROM, RICHARD ALAN",RICHARD ALAN WASSERSTROM,"Levin in 1957. Children:Four. Education:Amherst College, B.A. 1957 University of Michigan, M.A., 1958, Ph.D., 1960 Stanford Univer",,,
"HIGGINBOTHAM, PRIEUR JAY, JR.","PRIEUR JAY HIGGINBOTHAM, JR.","ne 27, 1970. Children: three. Education:University of Mississippi, B.A., 1960 further study at Hunter College of the City Universi",,,
"LAMONT, DOUGLAS FELIX",DOUGLAS FELIX LAMONT," Jan. 20, 1965. Children:Two. Education:University of Pennsylvania, B.S., 1959 Tulane University, M.B.A., 1960 University of Alaba",,,
"LINDSEY, JONATHAN ASMEL",JONATHAN ASMEL LINDSEY," April 3, 1965. Children:Two. Education:George Washington University, A.B., 1961 Southern Baptist Theological Seminary, B.D., 1964",,,
"MATHIS, GERALD RAY",GERALD RAY MATHIS,"ember 28, 1958. Children:Two. Education:A.A., Snead Junior College, 1957 B.A., Birmingham Southern College, 1958 M.Div., Duke Univ",,,
"PHY-OLSEN, ALLENE STUART",ALLENE STUART PHY-OLSEN,"Parents: Allen and Helen Phy. Education:Stephen College, A.A., University of Kentucky, B.A., 1959 M.A., 1961 George Peabody Colleg",,,
"SKAGGS, MERRILL MAGUIRE",MERRILL MAGUIRE SKAGGS," Aug. 19, 1960. Children:Two. Education:Stetson University, B.A. Duke University, Ph.D. Part-time teacher at Teachers College, Col",,,
"VAN EGMOND, PETER GEORGE",PETER GEORGE VAN EGMOND,"ugust 17, 1958. Children:Two. Education:Mississippi College, B.A., 1959 University of Mississippi, M.A., 1961 University of North ",,,
"VINES, CHARLES JERRY",CHARLES JERRY VINES,"ber, 17, 1961. Children:Four. Education:Mercer University, B.A. New Orleans Seminary, B.D. Luther Rice Seminary, Th.D. Pastor, Wes",,,
"WRIGHT, HUGH ELLIOT, JR.",HUGH ELLIOT WRIGHT JR.,"Ruth Bass, December 30, 1963. Education:Birmingham Southern College, A.B., 1959 Vanderbilt, M.Div. 1962 Harvard, D. Ministry, 1967",,,
"CHUNG, CHIN OWYEE",CHIN OWYEE CHUNG,"rea. Married. Children:Three. Education:Yonsei University, Korea, B.A., 1961 Wisconsin State University, B.S., 1962 University of ",,,
"CRADDOCK, PATRICIA BLAND",PATRICIA BLAND CRADDOCK,"r. and Jane (Bland) Craddock. Education:Stephens College, A.A., 1957 Indiana University, B.A., 1959 Stanford University, M.A., 196",,,
"ELOVITZ, MARK HARVEY",MARK HARVEY ELOVITZ,"ber 13, 1963. Children Three. Education New York University, B.A., 1960 Ph.D., 1973 Jewish Theological Seminary of America, M.H.L.",,,
"FOLKERTS, GEORGE WILLIAM",GEORGE WILLIAM FOLKERTS,"une 12, 1965. Children Three. Education Southern Illinois University, B.A., 1961 M.A., 1963 Auburn, Ph.D., 1968. Taught at Clemson",,,
"KRAUSE, RICHARD A.",RICHARD A. KRAUSE,"e and Jennie Johnston Krause. Education:University of Nebraska, B.A., 1961, M.A., 1962 Yale University, Ph.D., 1967. Taught at the",,,
"KUYKENDALL, JOHN WELLS",JOHN WELLS KUYKENDALL,"July 15, 1961. Children: two. Education:Davidson College, B.A.,1959 Union Theological Seminary, B.D., 1964 Yale Divinity School, S",,,
"McCLAIN, WILLIAM BOBBY",WILLIAM BOBBY McCLAIN,":Jo Ann Mattos. Children:Two. Education:A.B., Clark College, 1960 M. Divinity, Boston University School of Theology, 1962 D. Minis",,,
"MERSMANN, JAMES FREDERICK",JAMES FREDERICK MERSMANN,"mber 29, 1959. Children:Four. Education:B.A., University of Missouri, Kansas City, 1965 M.A., 1967 Ph.D., University of Kansas, 19",,,
"OTT, THOMAS OLIVER",THOMAS OLIVER OTT,"ember 25, 1961. Children:Two. Education:Asbury College, B.A., 1961 Appalachian State University, M.A., 1963 University of Tennesse",,,
"WARNER, RICHARD WRIGHT, JR.","RICHARD WRIGHT WARNER, JR.",NOT FOUND,,,
"WILLIAMS, BILLY LEE",BILLY LEE WILLIAMS,"uary 25, 1960. Children:Four. Education:Mobile County Training School. Played baseball, minor leagues, 1956-1960 Chicago Cubs, 196",,,
"ATKINS, THOMAS RADCLIFFE",THOMAS RADCLIFFE ATKINS,"April 14, 1964. Children:Two. Education:Duke University, B.A., 1961 Yale University, M.F.A., 1964. Taught at Vassar College, 1964-",,,
"BOND, GORDON CREWS",GORDON CREWS BOND,"tember 7, 1974. Children:Two. Education:Florida State University, B.S., 1962, M.A., 1963 Ph.D., 1966. Taught at the University of ",,,
"COOMBS, DAVID W.",DAVID W. COOMBS,", May 12, 1973. Children:Two. Education:University of Notre Dame, B.A., 1961 University of Florida, M.A., 1968, Ph.D., 1971 Master",,,
"DAVIS, WILLIAM HATCHER",WILLIAM HATCHER DAVIS,"d: Jill Hunt. Children: four. Education:Abilene Christian College, B.A., 1960 M.A., 1961 Rice University, Ph.D., 1965. Taught at t",,,
"FOSTER, CHARLES WILLIAM",CHARLES WILLIAM FOSTER,"d Anne Brandon. Children Two. Education University of Chattanooga, B.S., 1951 East Tennessee State University, M.A., 1962 Universi",,,
"FULMER, ROBERT MARION",ROBERT MARION FULMER," Cohen Wallace, July 9, 1977. Education David Lipscomb College, B.A., 1961 University of Florida, M.B.A., 1962 University of Calif",,,
"HOLLINGSWORTH, JAMES SELWYN",JAMES SELWYN HOLLINGSWORTH,"lma Vera Clark Hollingsworth. Education:Texas A & M University, B.S., 1962 M.A., 1964 University of Florida, Ph.D., 1970. Served a",,,
"JONES, EZRA EARL",EZRA EARL JONES,"ember 11, 1960. Children:Two. Education:Birmingham Southern College, B.A., 1960 Duke University, B.D., 1963 Drew University, Th.M.",,,
"KAY, DONALD",DONALD KAY," June 8, 1968. Children: one. Education:Presbyterian College, A.B., 1961 University of Tennessee, M.A., 1963, Ph.D., 1967. Taught ",,,
"LINZEY, DONALD WAYNE",DONALD WAYNE LINZEY,"ta Bird Holton, May 19, 1984. Education:Western Maryland College, A.B., 1961 Cornell University, M.S., 1963, Ph.D., 1966. Employed",,,
"POLLARD, ELIZABETH B.",ELIZABETH B. POLLARD,"ard, III, 1977. Children:One. Education:Emory University, B.A., 1961 M.L.S., 1970 post-graduate study, University of North Carolin",,,
"SEAY, JAMES",JAMES SEAY," June 17, 1967. Children:Two. Education:University of Mississippi, B.A. University of Virginia, M.A. Taught at Virginia Military I",,,
"WALLACE, CORNELIA ELLIS SNIVELY",CORNELIA ELLIS SNIVELY WALLACE,"Playhouse, New York City also studied voice with Carlo Menotti. Toured with country singer Roy Acuff recorded songs for MGM. Died ",,,
"BAUGHMAN, DOROTHY",DOROTHY BAUGHMAN,"ril 22, 1960. Children:Three. Education:Attended high school in Elmore County. Employed as telephone switchboard operator in Montg",,,
"BENDITT, THEODORE MATTHEW",THEODORE MATTHEW BENDITT,"ruary 3, 1968. Children: one. Education:University of Pennsylvania, B.A., 1962, LL.B, 1965, M.A., 1967 and Ph.D., 1971. Taught at ",,,
"LINEBACK, NEAL GAMBILL",NEAL GAMBILL LINEBACK,"gust 16, 1964. Children: two. Education:East Carolina University, B.A., 1963 University of Tennessee, M.S., 1967, Ph.D., 1970. Tau",,,
"ALSTON, EDITH EUGENIA",EDITH EUGENIA ALSTON,"d Cornelia (Thompson) Alston. Education:St Mary's High School junior college in Raleigh, N.C. University of North Carolina, B.A. i",,,
"BANDY, WAY",WAY BANDY, birth: Ronald Duane Wright). Education:Birmingham-Southern Tennessee Technological University Christine Valmy Beauty School. Taug,,,
"BARKER, LARRY LEE",LARRY LEE BARKER,". Married:1961. Children:Two. Education:University of Ohio, A.B., 1962, M.A., 1963, Ph.D., 1965. Taught at Southern Illinois Unive",,,
"BENFORD, GREGORY ALBERT",GREGORY ALBERT BENFORD,"isabeth Malartre Brown, 2005. Education:University of OKhoma, B.S., 1963 University of California in San Diego, M.S., 1965, Ph.D.,",,,
"BOONE, LOUIS EUGENE",LOUIS EUGENE BOONE,", May 8, 1964.. Children:Two. Education:Delta State College, B.S., 1963, University of Southern Mississippi, M.S., 1964 University",,,
"CLINE, LINDA",LINDA CLINE,"ober 23, 1959. Children:Four. Education:Public Schools of Thomasville, Georgia. President and owner of Land Alive of America, Thom",,,
"HOFF, TIMOTHY",TIMOTHY HOFF,"irginia Nevill. Children:two. Education:Tulane University, A.B., 1963 J.D., 1966 Harvard University, LL.M. Attorney in private pra",,,
"JACKSON, RICHARD EUGENE",RICHARD EUGENE JACKSON,"L. and Edna (Warren) Jackson. Education:Memphis State University, B.S., 1963 Kent State University, M.A., 1964 Southern Illinois U",,,
"McLAURIN, MELTON ALONZA",MELTON ALONZA McLAURIN,"ember 23, 1961. Children:Two. Education:B.S., East Carolina University, 1962 M.A., 1964 Ph.D., University of South Carolina, 1967.",,,
"SOLOMON, MARTHA McLAUGHLIN",MARTHA McLAUGHLIN SOLOMON,":Harry Solomon. Children:Two. Education:Rice University, B.A. University of Texas, M.A., Ph.D. Taught speech communication at Aubu",,,
"WORTHAM, JOHN DAVID",JOHN DAVID WORTHAM,". Married:1968. Children:One. Education:Lamar State College of Technology, B.A., 1963 University of Houston, M.A., 1964 University",,,
"BADGER, RODNEY REID",RODNEY REID BADGER," June 10, 1965. Children:Two. Education: US Naval Academy, B.S, 1964 US Naval Postgraduate School, 1968-1970 Syracuse University, ",,,
"BARNARD, WILLIAM DEAN",WILLIAM DEAN BARNARD,":
Educational administrator University professor. Born:September 18, 1942, Birmingham. Married: Hollin",,,
"BROWNELL, BLAINE ALLISON",BLAINE ALLISON BROWNELL,"ugust 21, 1964. Children:Two. Education:Washington and Lee University, B.A., 1965 University of North Carolina, M.A., 1967, Ph.D.,",,,
"BURKE, JOHN JOSEPH, JR.",JOHN JOSEPH BURKE JR.,"rn:May 4, 1942, Buffalo, N.Y. Education:Boston College, A.B., 1967 Northwestern University, M.A., 1968 University of California in",,,
"CLAYTON, LAWRENCE ANTHONY",LAWRENCE ANTHONY CLAYTON,", N.J. Grew up in Lima, Peru. Education:Duke University, B.A., 1964 Tulane University, M.A., 1969, Ph.D., 1972. Taught history and",,,
"DELBENE, RONALD NORMAN",RONALD NORMAN DELBENE,", July 6, 1968. Children:Two. Education:Marquette University, B.A., 1963 Mankato State University, M.A., 1969 the University of th",,,
"GRAFTON, CARL",CARL GRAFTON,"nd Jewell (Bricker) Holloway. Education:University of Toledo, B.A., 1963 M.A., 1966 Purdue University, Ph.D., 1970. Married:Anne P",,,
"GUNDLACH, JAMES H.",JAMES H. GUNDLACH,"nd Clara (Van Dorn) Gundlach. Education:OKhoma State University, B.A., 1969 University of Texas, M.A., 1975 Ph.D., 1978. Married:C",,,
"HANNAH, BARRY",BARRY HANNAH," Susan Varas.Children: three. Education:Mississippi College, B.A., 1964 University of Arkansas, M.A., 1966 M.F.A., 1967. Taught at",,,
"HELMS, RANDEL",RANDEL HELMS,": Susan McCraw. Children:One. Education:University of California in Riverside, B.A., 1964 University of Washington, Ph.D., 1968. T",,,
"JONES, CLEON JOSEPH",CLEON JOSEPH JONES,"Born: Mobile, August 4, 1942. Education:Mobile County Training School Alabama A & M University. Played in the New York Mets organi",,,
"PONDER, FREDA ODALENE LITTLE",FREDA ODALENE LITTLE PONDER,"ber 14, 1960. Children:Three. Education:Wallace Community College in Hanceville. Employed by Cullman Lingerie, 1965-1966 Porter Mi",,,
"ROBINSON, MARILETA SAWYER",MARILETA SAWYER ROBINSON,"March 26, 1973. Children:Two. Education:Grinnell College, B.A., 1965 Northern Arizona University, 1969-1970 University of New Mexi",,,
"STAYER, SAMUEL NISSLEY",SAMUEL NISSLEY STAYER,"e Gilbreath on Dec. 29, 1984. Education:Ursinus College, B.A. Duke University, M.A., Ph.D. Taught at Fairleigh-Dickinson Universit",,,
"STOUDENMIRE, JOHN",JOHN STOUDENMIRE,":Nan Chancey. Children:Three. Education:Birmingham Southern College, B.S. University of Southern Mississippi, Ph.D. Outpatient dir",,,
"THOMASON, MICHAEL VINCENT R.",MICHAEL VINCENT R. THOMASON," 1942, in W. Palm Beach, Fla. Education:University of the South, B.A., M.A. Duke University, Ph.D. After 1978 taught at University",,,
WEATHERLY THOMAS ELIAS,THOMAS ELIAS WEATHERLY,"arolyn Samuels. Children:Two. Education:Morehouse College, 1958-1961 Alabama A & M College, 1961, suspended. US Marines, 1961. Tau",,,
"WEAVER, DAVID C.",DAVID C. WEAVER,"ed:Jan Smith. Children:Three. Education:University of Manchester, B.A., 1964 University of Florida, M.A., 1967, Ph.D., 1972 Georgi",,,
"WILES, DAVID KIMBALL",DAVID KIMBALL WILES,"ember 31, 1964. Children:Two. Education:Florida State University, B.S., 1964 University of Florida, M.Ed., 1967, Ed.D., 1969. Taug",,,
"BELLANTE, DONALD MICHAEL",DONALD MICHAEL BELLANTE,"ed:Ali Monahan. Children:Two. Education:Bryant College, B.S., 1964 Washington University, M.B.A., 1966 Florida State University, P",,,
"BREEN, JON LINN",JON LINN BREEN,"Married:Rita A. Gunson, 1970. Education:Pepperdine University, B.A., 1965 University of Southern California, M.S. in Library Scien",,,
"BROWN, DAVID BRUCE",DAVID BRUCE BROWN,"ied:July, 1963. Children:Two. Education:Rutgers University, B.S., 1966 Montana State University, M.S., 1967 Texas Tech University,",,,
"CALDWELL, RONALD JAMES",RONALD JAMES CALDWELL,"ugust 14, 1966. Children:Two. Education:Attended Pensacola Junior College Florida State University, B.S., 1965, M.A., 1966, Ph.D.,",,,
"GAMBLE, ROBERT S.",ROBERT S. GAMBLE,"tioniSt Born August 24, 1943. Education:Birmingham Southern College, B.S., University of Georgia, M.A., 1967. Worked in National P",,,
"GOODWIN, STEPHEN",STEPHEN GOODWIN,"June 16, 1964. Children: one. Education:Harvard University, B.A., 1965 University of Virginia, M.A., 1969. US Army, 1966-68. Instr",,,
"GRAY, LINDA CROCKETT",LINDA CROCKETT GRAY,"(2):Mike Bush, April 4, 1991. Education:Florida State University, B.A., 1964 M.A., 1968. Junior high school English teacher in Flo",,,
"HEBERT, ROBERT FRANCIS",ROBERT FRANCIS HEBERT,"th DuPont, December 28, 1965. Education:Lousiana State University, B.S., 1965 M.S., 1966 Ph.D., 1970. Taught at Louisiana State Un",,,
"HOBSON, FRED COLBY, JR.","FRED COLBY HOBSON, JR.","June 17, 1967. Children: one. Education:University of North Carolina, B.A., 1965 Duke University, M.A., 1967 UNC, Ph.D., 1972. Edi",,,
"LaMONTE, EDWARD SHANNON",EDWARD SHANNON LaMONTE,"ed:Ruth, 1975. Children:Four. Education:Harvard University, B.A., 1965 University of Chicago, M.A., 1968, Ph.D., 1976. His doctora",,,
"LENTZ, PERRY CARLTON",PERRY CARLTON LENTZ," July 10, 1965. Children Two. Education Kenyon College, A.B., 1964 Vanderbilt University, M.A., 1966, Ph.D., 1970. Taught, Vanderb",,,
"LINZEY, ALICIA VOGT",ALICIA VOGT LINZEY,", June 2, 1963. Children:Two. Education:Cornell University, B.S., 1964, M.S., 1965.  Virginia Polytechnic Institute, Ph. D., 1981.",,,
"PERLIS, ALAN DAVID",ALAN DAVID PERLIS,"Beth Bradley children: three. Education:University of Vermont, B.A., 1965 M.A., 1966 University of Michigan, Ph.D., 1969. Taught a",,,
"SMITH, GARY VINCENT",GARY VINCENT SMITH,"Sept. 16, 1966. Children:One. Education:Villanova University, B.S. New York University, M.A. Wesleyan University (Conn.), Ma.L.S. ",,,
"SNOW, DONALD MERRITT",DONALD MERRITT SNOW,"n May 30, 1969. Children:One. Education:University of Colorado, B.A., M.A. Indiana University, Ph.D. Taught at University of Alaba",,,
"SPENCER, SAMIA ISKANDER",SAMIA ISKANDER SPENCER,", June 8, 1969. Children:Two. Education:Alexandria University (Egypt), B.A. University of Illinois, M.A., Ph.D. Secretary and gene",,,
"THORNTON, JONATHAN MILLS, III",JONATHAN MILLS THORNTON III,"renda Booth, January 5, 1985. Education:Princeton University, B.A., 1966 Yale University, Ph.M. 1969, Ph.D., 1974.Taught Universit",,,
"WILSON, THOMAS HENRY",THOMAS HENRY WILSON,"tember 7, 1965. Children:Two. Education:Ouachita Baptist University, B.S. University of Arkansas, M.S. University of Illinois, Ph.",,,
"BEIDLER, PHILIP",PHILIP BEIDLER,"professor. Born:Pennsylvania. Education Davidson College, A.B., 1966 University of Virginia M.A., 1967 Ph.D., 1974. Professor of E",,,
"BRADLEY, MICHAEL ANDERSON",MICHAEL ANDERSON BRADLEY," June 11, 1966. Children:one. Education:Dalhousie University, 1964-67. Worked in journalism, writing, marketing, advertising, rese",,,
"CHENEY, ANNE",ANNE CHENEY,"k and Billie (Gunter) Cheney. Education:Birmingham Southern College, B.A., 1966 Florida State University, M.A., 1968, Ph.D., 1971.",,,
"CROMMELIN, QUENTIN, JR.","QUENTIN CROMMELIN, JR.","illa Tyler (Scott) Crommelin. Education:Rice University, B.A., 1966 University of Virginia, LL.B., 1969. Served in Vietnam. Served",,,
